id,archivo,offset,tipo,longitud_original,texto_original,traduccion_ia,traduccion
20995,STGDATA.BIN,0x2B2B31A,dialogo,65,What!? Are you gonna push the[NL]hardest part of the mission on us!?,,
20996,STGDATA.BIN,0x2B2B35C,dialogo,85,"The base has an emergency[NL]deployment force, ""Bibling.^[NEWLINE]My forces can't fight Bibling.",,
20997,STGDATA.BIN,0x2B2B3B2,dialogo,41,Bibling is very strong.[NEWLINE]It won't be easy.,,
20998,STGDATA.BIN,0x2B2B3DC,dialogo,32,You don't give a damn if we die.,,
20999,STGDATA.BIN,0x2B2B3FE,dialogo,55,That's not true![NL]We're dependent on your battle[NL]skills.,,
21000,STGDATA.BIN,0x2B2B436,dialogo,55,"Don't worry, Kwang.[NL]We'll take care of the supply base.",,
21001,STGDATA.BIN,0x2B2B474,dialogo,51,It's dangerous everywhere.[NL]Let's just fight to win.,,
21002,STGDATA.BIN,0x2B2B4A8,dialogo,44,"Give it up, [NAME_START][0x05].[NL]He made up his mind already.",,
21003,STGDATA.BIN,0x2B2B4D6,dialogo,22,He's so damn stubborn.,,
21004,STGDATA.BIN,0x2B2B4EE,dialogo,27,Don't worry.[NL]I have a plan.,,
21005,STGDATA.BIN,0x2B2B50A,dialogo,65,What!? Are you gonna dump the[NL]hardest part of the mission on[NL]us!?,,
21006,STGDATA.BIN,0x2B2B54C,dialogo,51,It's dangerous everywhere. Let's[NL]just fight to win.,,
21007,STGDATA.BIN,0x2B2B580,dialogo,76,Our forces alone can't take Wuhan.[NEWLINE]We must depend on you.[NL]Please understand.,,
21008,STGDATA.BIN,0x2B2B5CE,dialogo,41,I know that you can take the[NL]supply base!,,
21009,STGDATA.BIN,0x2B2B5F8,dialogo,10,Any plans?,,
21010,STGDATA.BIN,0x2B2B604,dialogo,179,"Forcing our way through the[NL]bridge is no problem.[NEWLINE]The supply base uses a ruin of an[NL]old castle,[NEWLINE]and it's surrounded by a massive[NL]wall.[NEWLINE]The problem is infiltrating the[NL]base itself.",,
21011,STGDATA.BIN,0x2B2B6B8,dialogo,28,So their defense is perfect.,,
21012,STGDATA.BIN,0x2B2B6D6,dialogo,69,Isn't there a mountain behind the[NL]base? Can't we get inside that[NL]way?,,
21013,STGDATA.BIN,0x2B2B71C,dialogo,61,"Between the mountain and the[NL]castle walls, there is a valley.",,
21014,STGDATA.BIN,0x2B2B75A,dialogo,64,That's fine.[NEWLINE]We'll just make it so that we can[NL]cross the valley.,,
21015,STGDATA.BIN,0x2B2B7A2,dialogo,71,We can send a squad to make a[NL]bridge across the mountain and[NL]the walls.,,
21016,STGDATA.BIN,0x2B2B7FE,dialogo,37,[0x0D][0x02] is amazing.[NL]What a brilliant plan.,,
21017,STGDATA.BIN,0x2B2B824,dialogo,38,How soon can you have the squad[NL]ready?,,
21018,STGDATA.BIN,0x2B2B84C,dialogo,30,I'll send them out right away.,,
21019,STGDATA.BIN,0x2B2B86C,dialogo,39,Let's begin the Wuhan invasion[NL]mission.,,
21020,STGDATA.BIN,0x2B2B894,dialogo,17,Wuhan Supply Base,,
21021,STGDATA.BIN,0x2B2B8A6,dialogo,45,Sergeant Shui![NL]The rebels are invading Wuhan!,,
21022,STGDATA.BIN,0x2B2B8DA,dialogo,36,How is the Wuhan Changli Army[NL]doing?,,
21023,STGDATA.BIN,0x2B2B900,dialogo,100,Our soldiers' morale is low[NL]because of Tianlei's invasion.[NEWLINE]Some are deserting and joining the[NL]enemy.,,
21024,STGDATA.BIN,0x2B2B966,dialogo,117,All because our superiors depended[NL]too much on a toy.[NEWLINE]They don't understand that it's[NL]the people who do the fighting.,,
21025,STGDATA.BIN,0x2B2B9DC,dialogo,18,What should we do?,,
21026,STGDATA.BIN,0x2B2B9F0,dialogo,143,Reorganize all the surviving[NL]squads.[NEWLINE]We don't have enough forces to[NL]protect all 3 sections of Wuhan.[NEWLINE]But we can still protect this[NL]supply base.,,
21027,STGDATA.BIN,0x2B2BA80,dialogo,34,Is headquarters sending us[NL]backup?,,
21028,STGDATA.BIN,0x2B2BAA4,dialogo,36,They told us to hold out on our[NL]own.,,
21029,STGDATA.BIN,0x2B2BACA,dialogo,84,So they're cutting us off.[NL]They're no help.[NEWLINE]Tell all our forces to attack the[NL]enemy!,,
21030,STGDATA.BIN,0x2B2BB20,dialogo,52,They're coming through the Wuhan[NL]Chang Jiang Bridge!,,
21031,STGDATA.BIN,0x2B2BB56,dialogo,31,How are the other squads doing?,,
21032,STGDATA.BIN,0x2B2BB76,dialogo,32,They can't hold out much longer.,,
21033,STGDATA.BIN,0x2B2BB98,dialogo,38,Send some members of Bibing as[NL]backup.,,
21034,STGDATA.BIN,0x2B2BBC0,dialogo,33,But the enemies are on their way!,,
21035,STGDATA.BIN,0x2B2BBE2,dialogo,105,"Our allies are under attack![NEWLINE]Don't worry, they can't get to us[NL]until they break through the[NL]castle walls.",,
21036,STGDATA.BIN,0x2B2BC4C,dialogo,44,I just located some enemies behind[NL]the base!,,
21037,STGDATA.BIN,0x2B2BC82,dialogo,52,An enemy wanzer squad is moving[NL]across the mountain.,,
21038,STGDATA.BIN,0x2B2BCB8,dialogo,56,What is this...?[NL]Follow me![NL]We'll attack them ourselves!,,
21039,STGDATA.BIN,0x2B2BCF2,dialogo,127,"Now that Wuhan is under our[NL]control, we can move on to[NL]Shanghai.[NEWLINE]People are gathering in Wuhan as[NL]they learn about our victory.",,
21040,STGDATA.BIN,0x2B2BD72,dialogo,86,"We should take advantage of this[NL]momentum to invade Shanghai.[NEWLINE][0x0D][0x02], explain the mission.",,
21041,STGDATA.BIN,0x2B2BDCA,dialogo,40,There are 2 possible routes to[NL]Shanghai.,,
21042,STGDATA.BIN,0x2B2BDF4,dialogo,72,[NL]Wait![NEWLINE][NL]Using a whole batallion will cause[NL]enormous civilian casualties!,,
21043,STGDATA.BIN,0x2B2BE3E,dialogo,12,Who are you?,,
21044,STGDATA.BIN,0x2B2BE4C,dialogo,54,"[NL]I'm Liang Hua, a former Changli[NL]Army squadron member.",,
21045,STGDATA.BIN,0x2B2BE84,dialogo,9,Liang Hua,,
21046,STGDATA.BIN,0x2B2BE8E,dialogo,66,We must abort the mission if[NL]innocent people's lives are at[NL]stake.,,
21047,STGDATA.BIN,0x2B2BED2,dialogo,40,Our members will evacuate the[NL]civilians.,,
21048,STGDATA.BIN,0x2B2BEFC,dialogo,20,Can they be trusted?,,
21049,STGDATA.BIN,0x2B2BF12,dialogo,48,Of course. We don't want civilians[NL]getting hurt.,,
21050,STGDATA.BIN,0x2B2BF4A,dialogo,44,It's [0x0D][0x02]'s plan. I'm sure it'll be[NL]a success!,,
21051,STGDATA.BIN,0x2B2BF78,dialogo,100,The plan is perfect. I hope[NL]everything goes well during the[NL]mission.[NEWLINE]I need to get ready. Excuse me.,,
21052,STGDATA.BIN,0x2B2BFDE,dialogo,87,"[0x0D][0x02], I understand the plan.[NEWLINE]But who will be the decoy squad?[NEWLINE]It's a very dangerous role.",,
21053,STGDATA.BIN,0x2B2C036,dialogo,19,We'll be the decoy.,,
21054,STGDATA.BIN,0x2B2C050,dialogo,17,Are you serious!?,,
21055,STGDATA.BIN,0x2B2C062,dialogo,46,"That's fine with us,[NL]but are you okay with it?",,
21056,STGDATA.BIN,0x2B2C092,dialogo,46,It's my plan. I'll take responsibility[NL]for it.,,
21057,STGDATA.BIN,0x2B2C0C2,dialogo,32,"Hey, but that's not what I want!",,
21058,STGDATA.BIN,0x2B2C0E4,dialogo,40,[0x0D][0x02]! Don't decide everything by[NL]yourself!,,
21059,STGDATA.BIN,0x2B2C10E,dialogo,35,Do you have a problem with my[NL]plan?,,
21060,STGDATA.BIN,0x2B2C132,dialogo,25,That's not what I mean...,,
21061,STGDATA.BIN,0x2B2C14C,dialogo,22,I can do it on my own.,,
21062,STGDATA.BIN,0x2B2C164,dialogo,43,"Hey, [0x0D][0x02]! ...She's gone.[NEWLINE]What's up with her?",,
21063,STGDATA.BIN,0x2B2C190,dialogo,40,She's probably worried about her[NL]sister.,,
21064,STGDATA.BIN,0x2B2C1BA,dialogo,83,"Go, [NAME_START][NAME_END]. You're the only[NL]one who understands [0x0D][0x02].[NEWLINE]You gotta talk some sense into[NL]her!",,
21065,STGDATA.BIN,0x2B2C216,dialogo,6,Go out,,
21066,STGDATA.BIN,0x2B2C21E,menu,23,Move submenu unselected,,
21067,STGDATA.BIN,0x2B2C236,dialogo,59,We can't turn on each other now.[NL]Resolve all conflicts now.,,
21068,STGDATA.BIN,0x2B2C272,dialogo,65,It'll take time to gather our[NL]forces. I'm going to get some[NL]rest.,,
21069,STGDATA.BIN,0x2B2C2B4,dialogo,10,Get going!,,
21070,STGDATA.BIN,0x2B2C2C0,dialogo,115,This is gonna be a big deal.[NEWLINE]I'll give you this to train with.[NEWLINE]It's the battle data from the[NL]underground oil field.,,
21071,STGDATA.BIN,0x2B2C334,dialogo,21,How's training going?,,
21072,STGDATA.BIN,0x2B2C34E,dialogo,23,Everything is okay now.,,
21073,STGDATA.BIN,0x2B2C366,dialogo,20,"I'm sorry, everyone.",,
21074,STGDATA.BIN,0x2B2C37C,dialogo,33,"No problem![NL]I believe in you, [0x0D][0x02]!",,
21075,STGDATA.BIN,0x2B2C39E,dialogo,32,You were the one who complained.,,
21076,STGDATA.BIN,0x2B2C3C0,dialogo,8,Shut up!,,
21077,STGDATA.BIN,0x2B2C3CA,dialogo,26,About the decoy mission...,,
21078,STGDATA.BIN,0x2B2C3E6,dialogo,32,We'll do it.[NL]We trust your plan.,,
21079,STGDATA.BIN,0x2B2C40C,dialogo,68,"After all, we're the only ones[NL]who can handle the job.[NEWLINE]Bwa ha ha ha!",,
21080,STGDATA.BIN,0x2B2C452,dialogo,19,"There it is, Kwang.",,
21081,STGDATA.BIN,0x2B2C466,dialogo,32,Okay.[NL]Our main forces are ready.,,
21082,STGDATA.BIN,0x2B2C488,dialogo,28,The LST squad is also ready.,,
21083,STGDATA.BIN,0x2B2C4A6,dialogo,24,Let's begin the mission!,,
21084,STGDATA.BIN,0x2B2C4C0,dialogo,97,The main and the decoy forces will[NL]move to Lake Poyang.[NEWLINE]LST squad will move to Chang[NL]Jiang River!,,
21085,STGDATA.BIN,0x2B2C522,dialogo,9,Let's go!,,
21086,STGDATA.BIN,0x2B2C532,dialogo,10,Flag error,,
21087,STGDATA.BIN,0x2B2C53E,dialogo,15,City flag error,,
21088,STGDATA.BIN,0x2B2C54E,dialogo,14,Hankou Airport,,
21089,STGDATA.BIN,0x2B2C55E,menu,10,Wuhan Shop,,
21090,STGDATA.BIN,0x2B2C56A,dialogo,9,Wuhan Bar,,
21091,STGDATA.BIN,0x2B2C574,dialogo,14,Leave the city,,
21092,STGDATA.BIN,0x2B2C58C,dialogo,14,Hua Lian Rebel,,
21093,STGDATA.BIN,0x2B2C5A2,dialogo,96,Hello.[NEWLINE]All the supplies here were[NL]left behind by the Changli Army.[NEWLINE]Get everything you need here.,,
21094,STGDATA.BIN,0x2B2C604,dialogo,73,Take a look at Shanghai Steel's[NL]web site to see the DHZ's latest[NL]weapons.,,
21095,STGDATA.BIN,0x2B2C64E,dialogo,20,"There you are,[NL][0x0D][0x02]...",,
21096,STGDATA.BIN,0x2B2C66A,dialogo,31,Why are you being so impatient?,,
21097,STGDATA.BIN,0x2B2C68A,dialogo,71,I want to rescue[NL][NAME_START][NL] as soon as possible![NEWLINE]Aren't you worried about her!?,,
21098,STGDATA.BIN,0x2B2C6D2,dialogo,59,"Of course I am![NL]But we can't sacrifice our[NL]friends, either.",,
21099,STGDATA.BIN,0x2B2C70E,dialogo,15,I'd die for [NAME_START][NL]!,,
21100,STGDATA.BIN,0x2B2C71E,dialogo,92,That's enough![NEWLINE]What would be the point if you[NL]died?[NEWLINE]You think [NAME_START][NL][NL]would be happy about[NL]that!?,,
21101,STGDATA.BIN,0x2B2C77C,dialogo,88,You're both very important to me.[NEWLINE]Don't say things like that.[NEWLINE]We'll rescue [NAME_START][NL].[NL]Trust me!,,
21102,STGDATA.BIN,0x2B2C7D6,dialogo,68,It's so strange...[NEWLINE]You always make me feel better.[NEWLINE]How do you do it?,,
21103,STGDATA.BIN,0x2B2C81C,dialogo,28,I'm just saying what I feel.,,
21104,STGDATA.BIN,0x2B2C83A,dialogo,10,Thank you.,,
21105,STGDATA.BIN,0x2B2C846,dialogo,35,Making a girl cry before a[NL]mission?,,
21106,STGDATA.BIN,0x2B2C86A,dialogo,22,"W-What?[NL]Oh, you're...!",,
21107,STGDATA.BIN,0x2B2C882,dialogo,29,"I'm Liang Hua, Mr. Mercenary.",,
21108,STGDATA.BIN,0x2B2C8A0,dialogo,42,"I'm not a mercenary.[NL]I'm [NAME_START][NAME_END], and she's [0x0D][0x02].",,
21109,STGDATA.BIN,0x2B2C8CC,dialogo,27,Okay.[NL]I'll try to remember.,,
21110,STGDATA.BIN,0x2B2C8F0,dialogo,9,Angry Man,,
21111,STGDATA.BIN,0x2B2C8FA,dialogo,11,Gold Digger,,
21112,STGDATA.BIN,0x2B2C906,menu,31,Dialogue split point unselected,,
21113,STGDATA.BIN,0x2B2C926,dialogo,182,I don't care if you kill yourself[NL]in a war.[NEWLINE]Just don't bother us! We've[NL]protected our land all our lives.[NEWLINE]You destroy our soil when you[NL]fight.[NEWLINE]Think about where your food comes[NL]from!,,
21114,STGDATA.BIN,0x2B2C9DE,dialogo,83,I can only till the soil.[NEWLINE]But you think hard about what and[NL]whom you're protecting.,,
21115,STGDATA.BIN,0x2B2CA32,dialogo,123,The rebels took control of the[NL]supply base.[NEWLINE]I can't believe they did it so[NL]easily.[NEWLINE]I'm happy to see those military[NL]pigs go.,,
21116,STGDATA.BIN,0x2B2CAAE,dialogo,45,I wanted to show you how those[NL]pigs ran away!,,
21117,STGDATA.BIN,0x2B2CADC,dialogo,168,Are you a Hua Lian Rebel?[NEWLINE]I thought so.[NL]You're better looking than[NL]military soldiers.[NEWLINE]You look like you have a purpose[NL]in life.[NEWLINE]The Hua Lian Rebels are always[NL]fighting.,,
21118,STGDATA.BIN,0x2B2CB86,dialogo,87,I want a Hua Lian Rebel officer[NL]for a husband.[NEWLINE]Or someone rich.[NL]Whichever I find first.,,
21119,STGDATA.BIN,0x2B2CBDE,dialogo,147,"I-I'm surprised to see you here.[NEWLINE]I thank you for all the work[NL]you've been doing for us.[NEWLINE]A-Are you meeting Miss Liang[NL]Hua here...?[NEWLINE]U-Um, never mind.",,
21120,STGDATA.BIN,0x2B2CC72,dialogo,67,I really love Miss Liang Hua...[NEWLINE]Oh.[NL]Please forget what I just said.,,
21121,STGDATA.BIN,0x2B2CCB6,dialogo,65,You were loud about protecting[NL]civilians in that meeting earlier.,,
21122,STGDATA.BIN,0x2B2CCF8,dialogo,104,I don't want innocent people[NL]getting hurt.[NEWLINE]It's silly to compromise their[NL]safety to protect the country.,,
21123,STGDATA.BIN,0x2B2CD62,dialogo,21,But you're a soldier.,,
21124,STGDATA.BIN,0x2B2CD78,dialogo,228,Is that so strange?[NEWLINE]I became a soldier to help people.[NEWLINE]I thought it was the best way to[NL]serve the country.[NEWLINE]How can you protect the country[NL]if you can't even protect the[NL]people?[NEWLINE]But my ideal runs contrary to the[NL]DHZ's philosophy.,,
21125,STGDATA.BIN,0x2B2CE5E,dialogo,42,That's why you joined the Hua Lian[NL]Rebels.,,
21126,STGDATA.BIN,0x2B2CE8A,menu,74,"I'm a traitor to the military.[NEWLINE]I don't care, as long as I can[NL]save people.",,
21127,STGDATA.BIN,0x2B2CED6,dialogo,22,You're a strong woman.,,
21128,STGDATA.BIN,0x2B2CEEE,dialogo,34,"I have to be, to protect[NL]everyone.",,
21129,STGDATA.BIN,0x2B2CF16,dialogo,20,"Sergeant, it's time.",,
21130,STGDATA.BIN,0x2B2CF2C,dialogo,38,Okay.[NEWLINE]I'm counting on you[NL]mercenaries!,,
21131,STGDATA.BIN,0x2B2CF54,dialogo,182,I don't care if you kill yourself[NL]in a war.[NEWLINE]Just don't bother us![NL]We've protected our land all our[NL]lives.[NEWLINE]You destroy our soil when you[NL]fight.[NEWLINE]Think about where your food comes[NL]from!,,
21132,STGDATA.BIN,0x2B2D00C,dialogo,147,"I-I'm surprised to see you here.[NEWLINE]I thank you for all the work[NL]you've been doing for us.[NEWLINE]A-Are you meeting Miss Liang Hua[NL]here...?[NEWLINE]U-Um, never mind.",,
21133,STGDATA.BIN,0x2B2D0A0,dialogo,23,Lake Poyang Camp Ground,,
21134,STGDATA.BIN,0x2B2D0B8,dialogo,35,What happened to the enemy[NL]pilots!?,,
21135,STGDATA.BIN,0x2B2D0DC,dialogo,21,We captured them all.,,
21136,STGDATA.BIN,0x2B2D0F2,dialogo,66,There are more enemies coming.[NL]We need to get the mission[NL]started.,,
21137,STGDATA.BIN,0x2B2D136,dialogo,47,How much longer to get the main[NL]squad prepared?,,
21138,STGDATA.BIN,0x2B2D166,dialogo,22,About 10 more minutes.,,
21139,STGDATA.BIN,0x2B2D17E,dialogo,64,Start moving as soon as they're[NL]ready.[NEWLINE]Is the decoy squad ready?,,
21140,STGDATA.BIN,0x2B2D1C0,dialogo,29,"Zhuwen,[NL]are the decoys ready?",,
21141,STGDATA.BIN,0x2B2D1DE,dialogo,12,Ready to go!,,
21142,STGDATA.BIN,0x2B2D1EC,dialogo,83,"[0x0D][0x02],[NL]this mission is very dangerous.[NEWLINE]If you want, I can be the decoy[NL]squad leader...",,
21143,STGDATA.BIN,0x2B2D240,dialogo,99,"[NAME_START][NAME_END],[NL]you have to take Nanjing.[NEWLINE]My mission is to run away from the[NL]enemy. It doesn't suit your style.",,
21144,STGDATA.BIN,0x2B2D2A4,dialogo,27,"Yeah, [NAME_START][NAME_END]'s no good at that.",,
21145,STGDATA.BIN,0x2B2D2C0,dialogo,22,Let's form the squads.,,
21146,STGDATA.BIN,0x2B2D2D8,dialogo,11,Decoy Squad,,
21147,STGDATA.BIN,0x2B2D2E4,dialogo,10,Main Squad,,
21148,STGDATA.BIN,0x2B2D2F0,dialogo,59,"Kwang, does it look like the enemy[NL]will fall for the decoy?",,
21149,STGDATA.BIN,0x2B2D32C,dialogo,82,Yes. The Nanjing Changli Army is[NL]heading out to Huangshan.[NEWLINE][0x0D][0x02] started the mission.,,
21150,STGDATA.BIN,0x2B2D380,dialogo,42,How many enemy forces are left in[NL]Nanjing?,,
21151,STGDATA.BIN,0x2B2D3AC,dialogo,67,"Less than half, as we expected.[NEWLINE]We can definitely take Nanjing[NL]now!",,
21152,STGDATA.BIN,0x2B2D3F0,dialogo,56,The decoy squad is doing fine.[NEWLINE]We should move along now.,,
21153,STGDATA.BIN,0x2B2D42A,dialogo,90,Let's go. We need to get this done[NL]before [0x0D][0x02]'s squad is in[NL]danger.[NEWLINE][0x1A][0x02]Let's invade Nanjing!,,
21154,STGDATA.BIN,0x2B2D486,dialogo,42,Okay.[NEWLINE]The main squad will head to[NL]Nanjing!,,
21155,STGDATA.BIN,0x2B2D4B2,dialogo,20,Nanchang Camp Ground,,
21156,STGDATA.BIN,0x2B2D4C8,dialogo,28,What's the enemy's position?,,
21157,STGDATA.BIN,0x2B2D4E6,dialogo,46,The Nanjing Changli Army are[NL]heading this way.,,
21158,STGDATA.BIN,0x2B2D516,dialogo,64,So they'll probably attack us in[NL]Huangshan.[NEWLINE]Let's set up a trap.,,
21159,STGDATA.BIN,0x2B2D558,dialogo,29,"You're really into this, huh?",,
21160,STGDATA.BIN,0x2B2D576,dialogo,53,Of course![NL][NAME_START][NAME_END] needs our help to[NL]complete the mission.,,
21161,STGDATA.BIN,0x2B2D5AC,dialogo,48,Tell the main forces[NL]we're starting the[NL]mission!,,
21162,STGDATA.BIN,0x2B2D5DE,dialogo,47,Roger that.[NEWLINE][NAME_START][NAME_END]'s girlfriend is quite[NL]a fighter.,,
21163,STGDATA.BIN,0x2B2D61C,dialogo,30,Where are the Hua Lian Rebels?,,
21164,STGDATA.BIN,0x2B2D63C,dialogo,15,Changli Soldier,,
21165,STGDATA.BIN,0x2B2D64C,dialogo,53,We lost them in Huangshan.[NL]We sent out a recon squad.,,
21166,STGDATA.BIN,0x2B2D682,dialogo,16,This is strange.,,
21167,STGDATA.BIN,0x2B2D69C,dialogo,48,Yes. Their movement is exactly[NL]what we expected.,,
21168,STGDATA.BIN,0x2B2D6CE,dialogo,24,It's almost like a trap.,,
21169,STGDATA.BIN,0x2B2D6E8,dialogo,71,What are you talking about!?[NEWLINE]Do your work before you start[NL]complaining.,,
21170,STGDATA.BIN,0x2B2D730,dialogo,90,"Sure, we'll work.[NL]That's why I'm thinking.[NEWLINE]Hey, Sergeant.[NL]Don't you think this is strange?",,
21171,STGDATA.BIN,0x2B2D78C,dialogo,62,Are you backing out now?[NEWLINE]That's why I don't trust[NL]mercenaries.,,
21172,STGDATA.BIN,0x2B2D7CC,dialogo,58,"You're slow, Sergeant.[NEWLINE]Rebecca, how would you handle[NL]this?",,
21173,STGDATA.BIN,0x2B2D808,dialogo,134,"If I'm outnumbered, I'd avoid[NL]fighting a large number of[NL]enemies.[NEWLINE]I'd set up a trap and attack the[NL]place with least number of[NL]enemies.",,
21174,STGDATA.BIN,0x2B2D890,dialogo,77,"So the enemies are aiming for[NL]Nanjing.[NEWLINE]Sergeant, we're going back to[NL]Nanjing!",,
21175,STGDATA.BIN,0x2B2D8DE,dialogo,51,Are you sure that the enemy is[NL]heading to Nanjing!?,,
21176,STGDATA.BIN,0x2B2D912,dialogo,69,I don't know for sure. It's just my[NL]instinct.[NEWLINE]That's how we survived.,,
21177,STGDATA.BIN,0x2B2D958,dialogo,28,Are you ignoring my orders!?,,
21178,STGDATA.BIN,0x2B2D976,dialogo,41,We do what we want. Our contract[NL]says so.,,
21179,STGDATA.BIN,0x2B2D9A0,dialogo,46,"Sergeant Xia, the recon squad[NL]found the enemy!",,
21180,STGDATA.BIN,0x2B2D9D0,dialogo,50,[NL]                 ![NEWLINE]Rudolf![NL]I'll get you for this!,,
21181,STGDATA.BIN,0x2B2DA04,dialogo,98,"Do whatever you want, if you get[NL]out of here alive![NEWLINE]The Wulong Mercenaries will return to[NL]Nanjing!",,
21182,STGDATA.BIN,0x2B2DA68,dialogo,32,What's the situation in Nanjing?,,
21183,STGDATA.BIN,0x2B2DA8A,dialogo,53,Wulong is in their way.[NL]The mission is moving slowly.,,
21184,STGDATA.BIN,0x2B2DAC0,dialogo,44,I'm worried about [NAME_START][NAME_END].[NL]Let's head to Nanjing!,,
21185,STGDATA.BIN,0x2B2DAEE,dialogo,18,Nanjing Government,,
21186,STGDATA.BIN,0x2B2DB02,dialogo,41,Gather the other forces here![NL]Stay alert!,,
21187,STGDATA.BIN,0x2B2DB2C,dialogo,33,"We're finally here,[NL]thanks to [NAME_START][NAME_END].",,
21188,STGDATA.BIN,0x2B2DB4E,dialogo,56,Don't depend on them too much.[NL]They're only mercenaries.,,
21189,STGDATA.BIN,0x2B2DB92,dialogo,78,Huang![NL]What do you think you're doing!?[NEWLINE]Don't ever compromise civilian[NL]safety!,,
21190,STGDATA.BIN,0x2B2DBE2,dialogo,81,"There are things we must do,[NL]no matter the cost![NEWLINE]This is not your place to speak.",,
21191,STGDATA.BIN,0x2B2DC34,dialogo,58,Are you crazy!?[NL]There isn't anything worth more[NL]than life!,,
21192,STGDATA.BIN,0x2B2DC70,dialogo,15,Unit flag error,,
21193,STGDATA.BIN,0x2B2DC94,dialogo,40,"[NAME_START][NAME_END],[NL][0x0D][0x02]'s squad is[NL]surrounded by enemies!",,
21194,STGDATA.BIN,0x2B2DCBE,dialogo,14,[NAME_START][NAME_END]![NL]Listen up!,,
21195,STGDATA.BIN,0x2B2DCCE,dialogo,10,"Later, [NAME_START][0x04]!",,
21196,STGDATA.BIN,0x2B2DCDA,dialogo,17,[NAME_START][NAME_END]![NL]Listen to me!,,
21197,STGDATA.BIN,0x2B2DCEC,dialogo,20,[NAME_START][NAME_END]![NL]There's trouble!,,
21198,STGDATA.BIN,0x2B2DD02,dialogo,10,"Later, [NAME_START][0x09]!",,
21199,STGDATA.BIN,0x2B2DD0E,dialogo,25,What!?[NL]What do you mean!?,,
21200,STGDATA.BIN,0x2B2DD30,dialogo,61,She acted as a decoy to prevent[NL]more enemies from showing up!,,
21201,STGDATA.BIN,0x2B2DD6E,dialogo,8,Damn it!,,
21202,STGDATA.BIN,0x2B2DD78,dialogo,24,"[NAME_START][NAME_END], you have to help[NL][0x0D][0x02]!",,
21203,STGDATA.BIN,0x2B2DD92,dialogo,39,Get a rescue squad ready![NL]I'm going in.,,
21204,STGDATA.BIN,0x2B2DDC6,dialogo,56,We must invade Shanghai.[NL]We don't have any extra forces.,,
21205,STGDATA.BIN,0x2B2DE00,dialogo,29,Are you going to[NL]cut [0x0D][0x02] off!?,,
21206,STGDATA.BIN,0x2B2DE1E,dialogo,103,"She was aware of the danger.[NL]If she keeps the enemy's[NEWLINE]attention, we can move into[NL]Shanghai more easily.",,
21207,STGDATA.BIN,0x2B2DE86,dialogo,12,You monster!,,
21208,STGDATA.BIN,0x2B2DE94,dialogo,65,"[NAME_START][NAME_END], you don't have time[NL]for this![NEWLINE]I'll take you there.[NL]Get ready!",,
21209,STGDATA.BIN,0x2B2DED6,dialogo,10,Liang Hua!,,
21210,STGDATA.BIN,0x2B2DEE2,dialogo,44,"Liang Hua, don't do anything[NL]I didn't order!",,
21211,STGDATA.BIN,0x2B2DF10,menu,81,"Huang, I can't let her die.[NL]She saved my life![NEWLINE]I'll listen to you complain later.",,
21212,STGDATA.BIN,0x2B2DF62,dialogo,24,"Huang,[NL]what's going on!?",,
21213,STGDATA.BIN,0x2B2DF7C,dialogo,24,We're invading Shanghai.,,
21214,STGDATA.BIN,0x2B2DF96,dialogo,41,"[NAME_START][NAME_END], it's possible[NL]to invade Shanghai now!",,
21215,STGDATA.BIN,0x2B2DFC0,dialogo,66,"And kill the civilians in[NL]Shanghai!?[NEWLINE]Stop, Kwang! Change the plan!",,
21216,STGDATA.BIN,0x2B2E004,dialogo,96,"If we stop now, we give the[NL]military time to reorganize.[NEWLINE]Then we won't be able to[NL]take Shanghai.",,
21217,STGDATA.BIN,0x2B2E066,dialogo,41,It's better than killing innocent[NL]people!,,
21218,STGDATA.BIN,0x2B2E090,dialogo,89,"Looks like we're done.[NEWLINE]We're moving to Shanghai, as we[NL]planned.[NEWLINE]You do whatever you want.",,
21219,STGDATA.BIN,0x2B2E0EA,dialogo,55,You're all foreigners.[NL]You don't understand our ideals.,,
21220,STGDATA.BIN,0x2B2E122,dialogo,21,"Kwang, make him stop!",,
21221,STGDATA.BIN,0x2B2E138,dialogo,39,I'm sorry. I can't stop their[NL]momentum.,,
21222,STGDATA.BIN,0x2B2E16A,dialogo,43,"It's no use, [NAME_START][NAME_END].[NEWLINE]This is what they decided.",,
21223,STGDATA.BIN,0x2B2E19E,dialogo,23,"We need to move on,[NL][NAME_START][NAME_END].",,
21224,STGDATA.BIN,0x2B2E1B6,dialogo,25,"Yeah, we gotta rescue[NL][NAME_START][NL]!",,
21225,STGDATA.BIN,0x2B2E1D4,dialogo,33,You're right.[NL]We can't stop here.,,
21226,STGDATA.BIN,0x2B2E1F6,dialogo,76,We'll have to get to Shanghai on[NL]our own somehow.[NEWLINE]Let's come up with a plan.,,
21227,STGDATA.BIN,0x2B2E244,dialogo,22,Okay.[NL]Let's get ready!,,
21228,STGDATA.BIN,0x2B2E25C,dialogo,35,[NAME_START][NAME_END] changes his mind[NL]pretty quickly.,,
21229,STGDATA.BIN,0x2B2E280,dialogo,23,Yeah.[NL]He's a simpleton.,,
21230,STGDATA.BIN,0x2B2E298,dialogo,50,"You don't think about anything,[NL]on the other hand.",,
21231,STGDATA.BIN,0x2B2E2CC,dialogo,32,Yes. Because I'm a... simpleton?,,
